,portfolio,month,year,Source,Generation
2773,1,6,2019,pv_syst,44.15
2774,1,7,2019,pv_syst,46.21
2775,1,8,2019,pv_syst,40.93
2776,1,9,2019,pv_syst,31.07
2777,1,10,2019,pv_syst,24.69
2778,1,11,2019,pv_syst,12.46
2779,1,12,2019,pv_syst,6.88
2780,1,1,2019,pv_syst,11.91
2781,1,2,2019,pv_syst,18.79
2782,1,3,2019,pv_syst,30.51
2783,1,4,2019,pv_syst,38.09
2784,1,5,2019,pv_syst,43.0
2785,1,6,2019,pv_syst,42.97
2786,1,7,2019,pv_syst,45.28
2787,1,8,2019,pv_syst,39.31
2788,1,9,2019,pv_syst,32.7
2789,1,10,2019,pv_syst,25.57
2790,1,11,2019,pv_syst,15.51
2791,1,12,2019,pv_syst,12.94
